batch_idx,sample_idx,displacement,true_force,predicted_force,force_error,force_relative_error,mse_ux,mse_uy,mse_total,mae_ux,mae_uy,mae_total,relative_error
107,6,0.067045,0.04862631,0.07341087,0.024784558,0.5096943,0.0011878595687448978,0.004361309111118317,0.0027745843399316072,0.026582207530736923,0.044047996401786804,0.035315101966261864,0.16506888
68,0,0.0673,0.035869855,0.04867777,0.012807913,0.3570661,0.0025368505157530308,0.010358895175158978,0.006447872845456004,0.0400284007191658,0.08755452185869217,0.06379146128892899,0.28247854
134,10,0.06738501,0.048678532,0.07173391,0.023055375,0.473625,0.0016462659696117043,0.003003363497555256,0.00232481473358348,0.02774449810385704,0.043330658227205276,0.03553757816553116,0.16290915
188,7,0.0674,0.04295788,0.077191524,0.034233645,0.79691166,0.0018688233103603125,0.0016060450579971075,0.00173743418417871,0.0334780178964138,0.02971099317073822,0.03159450553357601,0.20929514
155,3,0.0674,0.036596235,0.05553956,0.018943325,0.5176303,0.003677254542708397,0.004864207003265619,0.004270730772987008,0.041444942355155945,0.055781763046979904,0.048613352701067924,0.22315538
104,7,0.067415,0.03760475,0.058611915,0.021007165,0.55863047,0.003947339486330748,0.004055339843034744,0.004001339664682746,0.051866549998521805,0.0534353144466877,0.05265093222260475,0.23030497
185,7,0.0675,0.03710395,0.055911846,0.018807895,0.5068972,0.0018006493337452412,0.005158632528036833,0.003479640930891037,0.03455901890993118,0.05907721444964409,0.046818116679787636,0.19570938
141,0,0.067600004,0.03678133,0.059253536,0.022472207,0.6109676,0.003707939526066184,0.00424334267154336,0.003975641098804772,0.045940712094306946,0.05555402860045433,0.05074737034738064,0.20418891
210,3,0.06761,0.048788294,0.06829956,0.019511268,0.3999169,0.002226080745458603,0.0041978321969509125,0.0032119564712047577,0.03298141434788704,0.052080459892749786,0.04253093712031841,0.19133979
171,11,0.067715,0.040026635,0.073460534,0.0334339,0.835291,0.0017691990360617638,0.01453911978751421,0.008154159411787987,0.03306485339999199,0.10650315880775452,0.06978400610387325,0.31805697
25,1,0.06797,0.033534583,0.048486426,0.014951844,0.44586328,0.003634067252278328,0.003084407886490226,0.003359237569384277,0.04708672687411308,0.04559232294559479,0.046339524909853935,0.22148354
82,3,0.10422002,0.060122132,0.08214491,0.022022776,0.36630058,0.000848875439260155,0.0022602109238505363,0.0015545431815553457,0.02029460109770298,0.03628932312130928,0.02829196210950613,0.14732105
6,9,0.10689999,0.037252292,0.047738172,0.01048588,0.28148273,0.0009204164962284267,0.0015067921485751867,0.0012136043224018067,0.021686647087335587,0.031186498701572418,0.026436572894454002,0.121056594
162,2,0.10689999,0.033296347,0.046249196,0.012952849,0.38901702,0.0008513986831530929,0.009171093814074993,0.005011246248614043,0.02383582666516304,0.08694346994161606,0.05538964830338955,0.22090593
202,10,0.107,0.045600597,0.060194712,0.014594115,0.32004213,0.0013997928472235799,0.009968015365302563,0.005683904106263071,0.028427977114915848,0.09097267687320709,0.05970032699406147,0.2865382
29,8,0.107,0.045481037,0.062137417,0.01665638,0.36622682,0.002518852474167943,0.0028731306083500385,0.0026959915412589908,0.0326722152531147,0.042378008365631104,0.0375251118093729,0.19398881
32,12,0.10720001,0.05610037,0.058621522,0.0025211535,0.044940043,0.0019874507561326027,0.003969876561313868,0.002978663658723235,0.03174948692321777,0.050341274589300156,0.041045380756258965,0.17422378
30,15,0.10720502,0.04121936,0.055686083,0.014466722,0.350969,0.0007473882869817317,0.0026266337372362614,0.0016870110121089965,0.02054324373602867,0.04138443246483803,0.03096383810043335,0.20164189
173,15,0.10720502,0.036520764,0.0488868,0.012366034,0.33860272,0.0025350323412567377,0.0016076037427410483,0.002071318041998893,0.0388176254928112,0.032783545553684235,0.03580058552324772,0.28440776
209,5,0.107305,0.032725003,0.0275403,0.0051847026,0.15843241,0.0007709912024438381,0.0026375220622867346,0.0017042566323652864,0.018764199689030647,0.04024793207645416,0.029506065882742405,0.1993562
167,2,0.1074,0.04620968,0.06412619,0.017916512,0.38772193,0.0012761760735884309,0.005901480093598366,0.0035888280835933983,0.02560219168663025,0.06562700867652893,0.04561460018157959,0.22724544
16,4,0.1074,0.04345548,0.07432242,0.030866936,0.7103115,0.0011754025472328067,0.008609608747065067,0.004892505647148937,0.0230074655264616,0.0794684961438179,0.05123798083513975,0.33599576
69,11,0.10750001,0.043855395,0.06117098,0.017315585,0.39483353,0.0017661520978435874,0.002051937161013484,0.0019090446294285357,0.03361991420388222,0.03623880073428154,0.03492935746908188,0.14780271
26,1,0.10750001,0.030423097,0.051169768,0.02074667,0.68193793,0.0016224317951127887,0.006476894952356815,0.004049663373734802,0.028439220041036606,0.06700850278139114,0.047723861411213875,0.20580299
206,7,0.10759999,0.045718968,0.062300228,0.01658126,0.3626778,0.0013710587518289685,0.004742184653878212,0.0030566217028535903,0.02879587933421135,0.058234963566064835,0.04351542145013809,0.21666862
93,2,0.10759999,0.04463002,0.06584974,0.021219715,0.4754582,0.0014605512842535973,0.003928542137145996,0.0026945467106997967,0.027850516140460968,0.053786542266607285,0.040818529203534126,0.16155165
159,11,0.10808499,0.06418832,0.091637485,0.027449168,0.42763492,0.0013811946846544743,0.0023227380588650703,0.0018519663717597723,0.026091745123267174,0.04013996571302414,0.03311585541814566,0.31036267
164,15,0.10808499,0.047273006,0.06263218,0.015359174,0.3249036,0.0017587868496775627,0.0034211110323667526,0.0025899489410221577,0.03428199887275696,0.04666565731167793,0.040473828092217445,0.17126496
10,0,0.10811,0.04382182,0.05501519,0.011193372,0.25542915,0.002499846974387765,0.002117327181622386,0.0023085870780050755,0.038477275520563126,0.03721193969249725,0.03784460760653019,0.20896325
209,2,0.10825999,0.06221411,0.07557953,0.013365421,0.21482939,0.0017878966173157096,0.002985382452607155,0.0023866395349614322,0.028673356398940086,0.04371362924575806,0.03619349282234907,0.17336217
41,4,0.1463,0.05302302,0.06689626,0.013873238,0.2616455,0.0011849181028082967,0.0073245191015303135,0.004254718602169305,0.02602474018931389,0.0776599645614624,0.051842352375388145,0.26401734
83,9,0.1463,0.045842867,0.064086065,0.018243197,0.39795053,0.0012488928623497486,0.004517383873462677,0.002883138367906213,0.025441573932766914,0.055610500276088715,0.040526037104427814,0.16910774
160,5,0.1463,0.044329017,0.05364025,0.009311233,0.2100482,0.000764418626204133,0.0010096104815602303,0.0008870145538821816,0.01981654204428196,0.02521231211721897,0.022514427080750465,0.10915358
167,11,0.14639999,0.03582219,0.039917573,0.004095383,0.11432527,0.0012926534982398152,0.009127961471676826,0.005210307484958321,0.02940024435520172,0.08393259346485138,0.05666641891002655,0.23378277
145,15,0.14639999,0.030330805,0.027273972,0.0030568335,0.1007831,0.001240065786987543,0.006160815246403217,0.00370044051669538,0.023121867328882217,0.06423808634281158,0.0436799768358469,0.48824862
46,0,0.146505,0.041202348,0.054253362,0.013051014,0.31675407,0.0021351189352571964,0.002510608872398734,0.0023228639038279653,0.03860611841082573,0.02859930694103241,0.03360271267592907,0.13353802
196,0,0.14651,0.03967824,0.06189219,0.02221395,0.55985206,0.0008665029890835285,0.0008078659302555025,0.0008371844596695155,0.020965129137039185,0.019609911367297173,0.02028752025216818,0.08650801
18,9,0.147,0.053832456,0.063917235,0.010084778,0.18733636,0.0005529740010388196,0.001004823949187994,0.0007788989751134068,0.017422642558813095,0.025144344195723534,0.021283493377268314,0.09894121
174,15,0.14700998,0.051879983,0.08127633,0.029396344,0.56662196,0.0011096816742792726,0.007601418066769838,0.0043555498705245554,0.021210050210356712,0.07291051000356674,0.04706028010696173,0.2966568
180,0,0.14709,0.07531746,0.08527548,0.009958021,0.13221398,0.000945470470469445,0.0006905851769261062,0.0008180278236977756,0.018784862011671066,0.019353320822119713,0.01906909141689539,0.08808413
111,7,0.147115,0.037977617,0.048407808,0.010430191,0.27464038,0.0027138085570186377,0.0025675296783447266,0.002640669117681682,0.043583061546087265,0.04016795754432678,0.041875509545207024,0.19783168
106,5,0.1473,0.07928811,0.09897431,0.0196862,0.24828689,0.0015645206440240145,0.0019503120565786958,0.0017574163503013551,0.025705426931381226,0.0324372798204422,0.029071353375911713,0.13862649
108,5,0.147305,0.050345384,0.057180554,0.00683517,0.13576555,0.001350593171082437,0.004036449361592531,0.002693521266337484,0.028699032962322235,0.04360267147421837,0.0361508522182703,0.1513521
86,1,0.14731501,0.05999565,0.07970159,0.019705936,0.328456,0.0014721163315698504,0.0034525881055742502,0.0024623522185720503,0.02973361313343048,0.050236739218235016,0.03998517617583275,0.16843529
147,5,0.14731501,0.056229893,0.07393337,0.017703477,0.31484097,0.0011883048573508859,0.0014865605626255274,0.0013374327099882066,0.025209056213498116,0.03209865465760231,0.028653855435550213,0.17808998
182,14,0.1474,0.058272813,0.071450114,0.013177302,0.22613117,0.0021525886841118336,0.000950437446590513,0.0015515130653511733,0.03234554082155228,0.02327067032456398,0.02780810557305813,0.12384853
1,10,0.1474,0.067181356,0.078271426,0.01109007,0.16507658,0.0009702248498797417,0.0010656715603545308,0.0010179482051171362,0.02162747085094452,0.02602994255721569,0.023828706704080105,0.1234662
95,6,0.14749502,0.07482094,0.08895367,0.014132723,0.18888724,0.0010368517832830548,0.0016603607218712568,0.0013486062525771558,0.02410705015063286,0.028738094493746758,0.026422572322189808,0.13654006
67,15,0.147595,0.052041378,0.08117426,0.029132884,0.5598022,0.003487509675323963,0.0046271588653326035,0.004057334270328283,0.04038315266370773,0.05594347417354584,0.048163313418626785,0.27197817
9,2,0.14764,0.06105446,0.087025754,0.025971293,0.42537907,0.0013775811530649662,0.006415609270334244,0.003896595211699605,0.028469586744904518,0.06994058191776276,0.04920508433133364,0.25525567
194,6,0.18620001,0.065987386,0.08128331,0.015295923,0.23180068,0.0022603580728173256,0.01823798194527626,0.010249170009046793,0.03734925389289856,0.10908444970846176,0.07321685180068016,0.29518622
25,9,0.18640001,0.063514896,0.07557047,0.012055576,0.18980704,0.0018569657113403082,0.0018865391612052917,0.0018717524362728,0.027497680857777596,0.03346351906657219,0.030480599962174892,0.16828196
99,8,0.18659998,0.07563244,0.08468063,0.009048194,0.11963376,0.0008821102674119174,0.0008773602894507349,0.0008797352784313262,0.020201729610562325,0.023353075608611107,0.021777402609586716,0.1122041
180,14,0.1875,0.062483404,0.07935825,0.016874846,0.2700692,0.001079765846952796,0.002120398450642824,0.00160008214879781,0.02254791185259819,0.03831443935632706,0.030431175604462624,0.123901404
120,5,0.18770002,0.06708295,0.08183057,0.01474762,0.21984152,0.005734346341341734,0.0022101690992712975,0.003972257720306516,0.06035845726728439,0.033993467688560486,0.04717596247792244,0.23893769
132,11,0.18770002,0.07583775,0.098262966,0.022425212,0.2956998,0.0009708637371659279,0.0009444408933632076,0.0009576523152645677,0.02175869792699814,0.02189614251255989,0.021827420219779015,0.17647858
16,0,0.18770501,0.065115504,0.077823326,0.012707822,0.19515814,0.0010617420775815845,0.0031627537682652473,0.002112247922923416,0.02435528300702572,0.04752250760793686,0.03593889530748129,0.18577455
130,10,0.18780002,0.071156286,0.072238296,0.0010820106,0.015206112,0.0014752992428839207,0.0018211659044027328,0.0016482325736433268,0.02613063156604767,0.030821021646261215,0.028475826606154442,0.124093
7,14,0.18780002,0.04843744,0.06327221,0.014834769,0.30626652,0.0011853695614263415,0.005136846099048853,0.0031611078302375972,0.022073207423090935,0.06101220101118088,0.041542704217135906,0.37710533
6,12,0.18788502,0.050118893,0.06106717,0.010948278,0.21844608,0.002128753811120987,0.00238959607668221,0.0022591749439015985,0.03906067833304405,0.02926545962691307,0.03416306897997856,0.13239777
24,8,0.18788998,0.04852615,0.044330478,0.0041956715,0.08646206,0.0005043084383942187,0.00202407268807292,0.0012641905632335693,0.01626320369541645,0.033199742436409,0.024731473065912724,0.11604977
145,2,0.18788998,0.030382734,0.04250166,0.012118924,0.39887527,0.0022703742142766714,0.007669610437005758,0.004969992325641215,0.03938129544258118,0.07423896342515945,0.056810129433870316,0.23221767
181,2,0.18789999,0.06640423,0.08077804,0.014373809,0.21645921,0.0010166121646761894,0.001416109618730843,0.0012163608917035162,0.023167109116911888,0.03150392323732376,0.027335516177117825,0.16617005
189,10,0.18798502,0.0612966,0.06831599,0.0070193894,0.114515126,0.0019252488855272532,0.001318267430178821,0.0016217581578530371,0.03369346261024475,0.02797543816268444,0.030834450386464596,0.18666282
179,11,0.18798998,0.048295815,0.06849065,0.020194832,0.4181486,0.0008880906389094889,0.0007681846618652344,0.0008281376503873616,0.021229339763522148,0.01862570270895958,0.019927521236240864,0.08518736
52,3,0.18799998,0.06206301,0.07389515,0.01183214,0.19064718,0.0010558799840509892,0.001040938077494502,0.0010484090307727456,0.02518867887556553,0.02724752202630043,0.02621810045093298,0.11767188
82,8,0.188455,0.044412807,0.056247685,0.0118348785,0.2664744,0.0008858349756337702,0.0037547159008681774,0.002320275438250974,0.02251572720706463,0.049693167209625244,0.036104447208344936,0.15128002
30,8,0.22658502,0.06779648,0.095346294,0.02754981,0.40636042,0.001145566813647747,0.007293586619198322,0.004219576716423035,0.01980789378285408,0.0709533765912056,0.04538063518702984,0.27882522
90,8,0.22660002,0.06960069,0.0760329,0.006432213,0.09241593,0.0005277892341837287,0.0010647652670741081,0.0007962772506289184,0.016775406897068024,0.025783656165003777,0.0212795315310359,0.09632021
57,7,0.22660002,0.04653584,0.042221066,0.004314773,0.09271933,0.0006913021206855774,0.004054654855281115,0.002372978487983346,0.017816191539168358,0.056409094482660294,0.037112643010914326,0.170711
145,9,0.22660002,0.064631976,0.08341834,0.018786363,0.29066667,0.0010940693318843842,0.0023911723401397467,0.0017426208360120654,0.02619810961186886,0.04014876112341881,0.03317343536764383,0.23577526
26,5,0.22660002,0.054719634,0.06973984,0.015020207,0.27449384,0.0013483259826898575,0.004721587989479303,0.0030349569860845804,0.023938655853271484,0.057913798838853836,0.04092622734606266,0.3395546
95,7,0.22669998,0.07425734,0.09553185,0.021274514,0.28649712,0.0010551660088822246,0.0016134573379531503,0.0013343116734176874,0.01930202916264534,0.02796092815697193,0.023631478659808636,0.10879978
129,13,0.22688499,0.053911947,0.065885544,0.011973597,0.22209539,0.0010050312848761678,0.0028778533451259136,0.0019414423150010407,0.025751860812306404,0.04685506597161293,0.03630346339195967,0.1542618
202,14,0.22699,0.05471129,0.050820455,0.0038908347,0.07111574,0.000523206137586385,0.0018738905200734735,0.0011985483288299292,0.016733096912503242,0.03117242641746998,0.02395276166498661,0.11062046
105,10,0.22709,0.06101478,0.073232114,0.012217335,0.20023564,0.0011738023022189736,0.001349512254819274,0.0012616572785191238,0.02528378926217556,0.02721858024597168,0.02625118475407362,0.13243209
122,0,0.22718,0.07061667,0.08188331,0.011266641,0.15954646,0.0008523616124875844,0.0013322802260518074,0.0010923209192696959,0.02156161330640316,0.027578705921769142,0.02457015961408615,0.09951029
62,4,0.22723998,0.068523645,0.080230445,0.011706799,0.17084318,0.0009435457177460194,0.0009294567280448973,0.0009365012228954583,0.023891989141702652,0.025696635246276855,0.024794312193989754,0.11140266
169,10,0.22727,0.05243107,0.056539014,0.0041079447,0.07834942,0.0014371017459779978,0.0010008206591010094,0.0012189612025395036,0.028435638174414635,0.022794093936681747,0.02561486605554819,0.1229044
207,10,0.22730002,0.07366065,0.07583676,0.0021761134,0.02954241,0.0017818117048591375,0.001958053559064865,0.0018699326319620013,0.03409123793244362,0.032817941159009933,0.033454589545726776,0.1792497
187,15,0.22749999,0.073935255,0.08260996,0.008674704,0.11732837,0.0016764536267146468,0.0016552021261304617,0.0016658278764225543,0.026133229956030846,0.031175868585705757,0.0286545492708683,0.16606517
128,8,0.22750999,0.065646134,0.080215394,0.01456926,0.22193627,0.0013345351908355951,0.0038198630791157484,0.0025771991349756718,0.026085399091243744,0.053138382732868195,0.03961189091205597,0.24778119
112,15,0.22764002,0.05064396,0.06259562,0.011951663,0.2359938,0.0009619458578526974,0.0032588052563369274,0.0021103755570948124,0.024124957621097565,0.04563808813691139,0.03488152287900448,0.14311206
7,15,0.22766998,0.055686288,0.066506416,0.010820128,0.19430503,0.0011894949711859226,0.008791589178144932,0.004990542074665427,0.028086282312870026,0.07857903838157654,0.05333266034722328,0.26911852
113,12,0.227705,0.075671814,0.09309967,0.017427854,0.23030837,0.0019774765241891146,0.0031760577112436295,0.002576767117716372,0.027202628552913666,0.043232742697000504,0.035217685624957085,0.2225441
100,7,0.22804,0.10507237,0.12236243,0.017290056,0.16455376,0.001089629833586514,0.0005854937480762601,0.000837561790831387,0.020814185962080956,0.018493618816137314,0.019653902389109135,0.118924566
90,3,0.23397997,0.095084,0.09463975,0.00044424832,0.004672167,0.0011174394749104977,0.002298537641763687,0.0017079885583370924,0.025152849033474922,0.03799884766340256,0.03157584834843874,0.21573243
138,14,0.264545,0.10287282,0.10942054,0.0065477192,0.06364868,0.0006261818925850093,0.0019420607713982463,0.0012841213319916278,0.01661055162549019,0.03371426463127136,0.025162408128380775,0.13421899
149,4,0.2666,0.07841282,0.089719474,0.011306651,0.14419389,0.0004121887614019215,0.0006592069985345006,0.0005356978799682111,0.014476992189884186,0.01947205141186714,0.016974521800875664,0.123635076
33,6,0.26679996,0.07376914,0.09028753,0.016518392,0.22392006,0.0010480904020369053,0.001988201169297099,0.0015181457856670022,0.025528742000460625,0.036066360771656036,0.03079755138605833,0.22786085
56,1,0.26691,0.06460727,0.074181974,0.009574704,0.14819853,0.002226694952696562,0.002294655656442046,0.002260675304569304,0.04013189673423767,0.028819594532251358,0.034475745633244514,0.13245039
31,6,0.26691,0.07018555,0.075735465,0.005549915,0.07907489,0.000993669149465859,0.007128395140171051,0.004061032144818455,0.024703770875930786,0.07289483398199081,0.0487993024289608,0.23067524
149,1,0.26712,0.06291257,0.057517692,0.005394876,0.08575195,0.0004669985210057348,0.0017397369956597686,0.0011033677583327517,0.015422665514051914,0.02984042279422283,0.022631544154137373,0.10726213
28,2,0.267215,0.062194735,0.051569212,0.010625523,0.17084277,0.0006432470981962979,0.0007857096497900784,0.0007144783739931881,0.014194833114743233,0.021393610164523125,0.01779422163963318,0.08797248
109,15,0.26732996,0.06443522,0.06831446,0.0038792416,0.06020374,0.000870936899445951,0.0009244349785149097,0.0008976859389804304,0.022228911519050598,0.02443256415426731,0.023330737836658955,0.17034234
