displacement,true_force,predicted_force
0.58804506,0.14414628,0.18177316
0.58805996,0.1489628,0.18187326
0.58814,0.13353123,0.17728463
0.588245,0.11365505,0.16206813
0.588345,0.10656913,0.16261819
0.590195,0.12047935,0.17411986
0.626975,0.18034488,0.1947946
0.62711,0.13041465,0.17736813
0.62720007,0.1111923,0.16281095
0.62727994,0.1478783,0.18283942
0.62729996,0.13181375,0.18415496
0.62737995,0.13867572,0.17101452
0.62747,0.13033804,0.1724844
0.62757,0.11814725,0.16750261
0.62757,0.14630276,0.18160972
0.62766,0.1141101,0.17946884
0.627755,0.12377802,0.17686588
0.62777,0.15030849,0.18432865
0.62778,0.19350693,0.19302067
0.62794,0.12355706,0.17694134
0.628225,0.09506774,0.163798
0.62842506,0.1467227,0.19171965
0.634715,0.17424451,0.19691357
0.6562,0.12422103,0.17047873
0.665855,0.18359455,0.19861573
0.666615,0.15355921,0.19351497
0.66670996,0.15746419,0.19601163
0.66681,0.1381518,0.18905371
0.66703993,0.12505768,0.17268118
0.6671451,0.13856792,0.1892592
0.66725004,0.16409302,0.19925413
0.667705,0.12661207,0.18397439
0.66771996,0.12506355,0.17923251
0.66817,0.16121292,0.20330057
0.66818,0.14011902,0.17974037
0.66822,0.13393448,0.18341956
0.66841996,0.15497145,0.188256
0.66841996,0.17585965,0.19668779
0.66852,0.17923385,0.1909692
0.66852,0.18544108,0.19849727
0.66862494,0.18760644,0.19764245
0.66879994,0.11977345,0.17307383
0.7056001,0.17602418,0.2066594
0.705935,0.19203319,0.20402893
0.7071849,0.19425789,0.20509353
0.70720494,0.15766427,0.19155452
0.70730007,0.16714959,0.2081128
0.7077199,0.1552662,0.18546417
0.70791495,0.12676817,0.18919945
0.70791495,0.14608775,0.19424203
0.70792,0.13781196,0.19326046
0.7079449,0.16052124,0.203489
0.70803005,0.18055646,0.20277116
0.70813996,0.1905648,0.2034888
0.708335,0.13135238,0.18921033
0.708375,0.16092913,0.20202354
0.70847994,0.2084031,0.20338345
0.74639994,0.15181841,0.19839701
0.746705,0.16687593,0.20370933
0.74691004,0.14445046,0.19480729
0.74700993,0.1376682,0.18344358
0.7471151,0.14133932,0.19145778
0.74722,0.14226146,0.19232789
0.74732006,0.1439764,0.19816169
0.74741995,0.15187469,0.19903329
0.74770004,0.13643733,0.19422832
0.74779993,0.16984229,0.2049441
0.74784505,0.19294693,0.20089146
0.7479,0.17492132,0.21312638
0.748035,0.13468237,0.19110131
0.7480999,0.15905473,0.18761256
0.74855,0.12151765,0.18098333
0.76923996,0.18741101,0.21264374
0.78689,0.20662436,0.21451966
0.78708994,0.16395532,0.20401937
0.78770006,0.19002351,0.20913705
0.78788507,0.18050705,0.20305926
0.78801495,0.17986044,0.2046254
0.78817993,0.17056765,0.20680544
0.78834003,0.14980842,0.19710428
0.78862506,0.22312567,0.21352416
0.7886949,0.14227681,0.19921589
0.788735,0.17541935,0.20102528
0.78879994,0.18649442,0.21460214
0.78889996,0.17483495,0.21211831
0.78949994,0.20799883,0.21078032
0.78998,0.13842286,0.18844053
0.79129994,0.15253544,0.19880411
0.79651994,0.2027061,0.21710777
0.826695,0.16444397,0.20826283
0.82688,0.15236054,0.20427543
0.82705986,0.18477592,0.21664397
0.8271399,0.18299712,0.20893717
0.82726,0.15519202,0.20197782
0.82728493,0.14228557,0.20366779
0.82755,0.15039276,0.19860053
0.82795,0.20729744,0.21079867
0.82803005,0.18474707,0.21462567
0.8281201,0.16920194,0.20379704
0.8281499,0.18840456,0.20821294
0.8281999,0.14579694,0.2015625
0.82828,0.21319632,0.21804747
0.8284001,0.13366942,0.19096944
0.82922995,0.17205314,0.21029983
0.82968,0.22843209,0.225931
0.83632,0.21142532,0.22214615
0.8666,0.17145541,0.21446145
0.866715,0.18806583,0.2185768
0.86757505,0.17069714,0.21337129
0.86788994,0.15382078,0.20316038
0.86789995,0.19285503,0.21443936
0.86802,0.19203475,0.21546836
0.86810005,0.186822,0.22364545
0.86819994,0.17252028,0.20424235
0.86832,0.17781076,0.20827535
0.8684999,0.18256068,0.21033561
0.86855996,0.22264265,0.22190636
0.8687,0.18766464,0.22198965
0.8688499,0.1522074,0.20671028
0.86939514,0.16610083,0.20781696
0.89650005,0.16151312,0.20076033
0.90658,0.22514273,0.22924592
0.9067801,0.18295804,0.21687847
0.90717995,0.18347894,0.21123385
0.90717995,0.16315503,0.2049936
0.9071999,0.18901838,0.23034596
0.9074501,0.16180176,0.20837912
0.9074501,0.16227077,0.21088119
0.90773004,0.24400158,0.23781255
0.90773004,0.19692974,0.21834494
0.90774006,0.18363714,0.2233924
0.90774006,0.15873893,0.20788601
0.90774006,0.16820747,0.21275793
0.9080749,0.24450456,0.22835806
0.9082499,0.17948875,0.22196993
0.90879005,0.18431534,0.22113687
0.908935,0.24116494,0.23763177
0.90901,0.22732587,0.23891361
0.90915006,0.21515507,0.2300161
0.91635996,0.22458635,0.23345393
0.918425,0.16752933,0.20609829
0.92895997,0.21488698,0.23322996
0.94672006,0.23338947,0.2341129
0.9475001,0.20751221,0.2379283
0.9475001,0.20727444,0.22586071
0.94765,0.1993761,0.22374538
0.94777495,0.20717473,0.23337623
0.9477801,0.20289104,0.22975689
0.94802,0.17444935,0.22442298
0.94805,0.17477058,0.21223786
0.94824994,0.20639457,0.22606319
0.94837487,0.23593497,0.23273979
0.94850004,0.19642311,0.22818822
0.94853985,0.23568034,0.23305187
0.948575,0.19605511,0.22173902
0.9487,0.22111848,0.23404102
0.94904,0.14311029,0.20507684
0.94912,0.21105424,0.229931
0.95027006,0.23483172,0.23144284
0.95057493,0.16156536,0.20999263
0.96942,0.22328773,0.23922016
0.98662,0.1504066,0.21156128
0.98712003,0.20117883,0.24279355
0.98765,0.22187896,0.23458162
0.98774,0.18746398,0.22039773
0.987925,0.16455553,0.22470073
0.988,0.23161188,0.23674509
0.98820007,0.23380074,0.23191807
0.98829997,0.25802073,0.23965612
0.98835,0.22666131,0.23981825
0.9884,0.2123092,0.23957917
0.98850495,0.21786243,0.23622021
0.9889499,0.15585738,0.21278921
0.9891349,0.19229628,0.22133611
0.9895,0.19647846,0.2338593
0.98978,0.2415546,0.23735175
1.02642,0.2458068,0.24495828
1.0273751,0.17859359,0.2259372
1.02769,0.18716906,0.23084117
1.02772,0.18659492,0.23278365
1.028035,0.17770879,0.23257203
1.02804,0.1871761,0.23108336
1.02816,0.20416136,0.24181065
1.02855,0.20960385,0.23537081
1.028595,0.19757032,0.22735146
1.0285999,0.24696705,0.24560714
1.0286502,0.17554839,0.23067284
1.02876,0.22637096,0.24744748
1.02886,0.20430373,0.23090112
1.02903,0.26526368,0.24581702
1.0301,0.26292947,0.25673878
1.0572,0.1852912,0.22391528
1.0668,0.21355681,0.25505164
1.0675699,0.20076163,0.24203649
1.06774,0.19247258,0.24634463
1.06774,0.22434986,0.24270946
1.0677549,0.20272489,0.24484766
1.0679199,0.22284289,0.24354109
1.06815,0.22505775,0.24775545
1.06822,0.22891241,0.24465516
1.0682601,0.25170475,0.2518055
1.06836,0.27036873,0.25194025
1.068395,0.18578365,0.23452942
1.06841,0.22401658,0.24412125
1.0688,0.2061745,0.24626228
1.06884,0.22228612,0.24689582
1.06885,0.18098915,0.23718594
1.0689,0.207995,0.23575926
1.076035,0.19025819,0.23732153
1.0762,0.24967025,0.25779504
1.1076001,0.23208469,0.25816002
1.10768,0.19954742,0.25210565
1.10769,0.1826989,0.24278824
1.1078,0.20980136,0.24706498
1.10785,0.19991547,0.24847162
1.1079398,0.23864727,0.26019645
1.10805,0.22484401,0.24828617
1.1081249,0.19056717,0.23517774
1.10826,0.23134953,0.2502656
1.1083001,0.21352386,0.24368823
1.1083201,0.26300848,0.2614896
1.1084749,0.19197068,0.24056244
1.1086,0.21713005,0.25418982
1.10878,0.2154695,0.2417714
1.10953,0.27247074,0.25643423
1.11,0.24216339,0.25678486
1.11001,0.2785463,0.26699126
1.1104201,0.2035413,0.2426302
1.11052,0.24788332,0.2620531
1.1169652,0.19646113,0.24396072
1.12896,0.24931943,0.26360407
1.14757,0.2278359,0.2525059
1.1476699,0.22241805,0.25311196
1.1479701,0.21339944,0.25495648
1.14805,0.21211357,0.24699244
1.148325,0.20139474,0.24422374
1.14844,0.20489126,0.2500949
1.14848,0.25258395,0.2645294
1.14863,0.23721528,0.25621036
1.14878,0.20427282,0.24915475
1.14882,0.24446242,0.26601186
1.1490098,0.22072342,0.24782316
1.14915,0.17905453,0.238356
1.1541601,0.26677066,0.27817708
1.1865,0.18911278,0.24516028
1.18671,0.23833042,0.26408035
1.18724,0.21142635,0.26228747
1.1873199,0.21956305,0.2606761
1.1875249,0.20105727,0.2507531
1.1876,0.22172108,0.2626073
1.18815,0.24048062,0.25967467
1.1882,0.21017255,0.25435144
1.1883699,0.24412745,0.26598588
1.188475,0.25157145,0.27127436
1.1887251,0.2380821,0.27230003
1.18886,0.24701081,0.26056072
1.1890601,0.19906132,0.25514635
1.18915,0.23316205,0.2608436
1.1892198,0.2422062,0.2678854
1.1896,0.2671085,0.26429075
1.2207001,0.32574794,0.28443077
1.2274901,0.2612004,0.27113658
1.22752,0.18818548,0.25190955
1.22794,0.19943252,0.26133588
1.228005,0.22863293,0.25841883
1.228125,0.21765442,0.26462552
1.2283,0.22801808,0.2680956
1.22831,0.27910686,0.274735
1.22831,0.21682507,0.2602098
1.22831,0.27716106,0.27404374
1.22848,0.20710973,0.26108867
1.22892,0.23429108,0.27024794
1.2289649,0.29046097,0.27211156
1.2289649,0.28321284,0.27510905
1.229,0.20890085,0.25730586
1.22905,0.19024803,0.2505513
1.229195,0.24790724,0.273045
1.2299749,0.22066738,0.25787234
1.23117,0.22046904,0.26012295
1.2345752,0.27846548,0.28914413
1.25978,0.32952324,0.28928432
1.2663001,0.20105307,0.25701004
1.26661,0.2660265,0.27631733
1.2668,0.24588439,0.2696851
1.2671748,0.26863706,0.28075647
1.26726,0.23229645,0.2712075
1.26779,0.21266219,0.26031002
1.268035,0.21339239,0.26643932
1.2680398,0.21331722,0.25914812
1.26835,0.2500486,0.27986848
1.2685,0.21558672,0.26422557
1.268535,0.23696925,0.26727796
1.26883,0.234728,0.26344037
1.26935,0.2406764,0.26504776
1.26959,0.23023383,0.27025843
1.269845,0.28102982,0.28262883
1.27046,0.2739161,0.2833647
1.27046,0.301668,0.2904917
1.27059,0.20766348,0.25804344
1.27225,0.26052272,0.27177113
1.307,0.20750172,0.26203573
1.3072149,0.24663657,0.27815345
1.30749,0.20156085,0.26384977
1.308015,0.24052241,0.26898754
1.30805,0.22856043,0.26377076
1.3082498,0.2567237,0.28633225
1.30863,0.27719393,0.28580773
1.3088399,0.2475671,0.2803143
1.308935,0.24350089,0.27244774
1.3089648,0.26398912,0.28429833
1.3089951,0.30866715,0.28534263
1.309,0.259572,0.2727573
1.30904,0.21956511,0.26474327
1.3092002,0.20242758,0.26135138
1.309735,0.25366873,0.27768007
1.31099,0.21306759,0.26320735
1.31259,0.26768085,0.27692947
1.3466599,0.29380685,0.2876745
1.34692,0.25289875,0.27870333
1.3471152,0.25723493,0.2831265
1.3475,0.22393307,0.2699071
1.3479002,0.25590944,0.29076982
1.3479348,0.24664865,0.28307977
1.34797,0.23529047,0.27477467
1.34807,0.23175277,0.2708433
1.348445,0.23398231,0.27475682
1.34869,0.27157944,0.2810605
1.3490049,0.31591108,0.29034215
1.34925,0.26296476,0.2884512
1.3499548,0.25983602,0.28262004
1.3886001,0.24200211,0.28481957
1.3886548,0.2526022,0.2783481
1.3886801,0.30342692,0.2947026
1.3886801,0.23990747,0.27955496
1.3886801,0.22974914,0.27470982
1.38881,0.23065524,0.27713057
1.389345,0.28269497,0.29466593
1.3894202,0.23063296,0.27487317
1.39184,0.24519856,0.28034133
1.393855,0.2802578,0.28623253
1.3984001,0.2360048,0.27597532
1.4083002,0.28297016,0.29220802
1.4131202,0.26238006,0.29436848
1.427185,0.25694713,0.28334874
1.4272602,0.24722801,0.2891689
1.4278,0.24350232,0.28034526
1.4280001,0.26795208,0.29930115
1.42801,0.23660028,0.28650716
1.4282501,0.23780628,0.28045672
1.4284499,0.26489303,0.29393452
1.42885,0.27735412,0.29717383
1.4288799,0.2686759,0.29081917
1.428935,0.23839912,0.2834726
1.4295799,0.30550906,0.3014138
1.4297249,0.2779392,0.29325533
1.4298298,0.26289615,0.29263425
1.4309452,0.2516223,0.28487226
1.430975,0.32669553,0.30979133
1.4671601,0.23096776,0.2813965
1.4674999,0.25226578,0.28278473
1.4677899,0.24237803,0.28597164
1.4678899,0.24181253,0.28342623
1.46797,0.27976,0.29511482
1.46828,0.24344179,0.29115504
1.46846,0.26605758,0.29644343
1.4686002,0.28846008,0.302377
1.46865,0.24430737,0.28490573
1.4686601,0.29153097,0.30600706
1.469165,0.33503076,0.312537
1.4692,0.29450917,0.3035417
1.4697,0.31087863,0.3059277
1.4700401,0.26933318,0.29729727
1.47132,0.31341192,0.3003068
1.4764001,0.24334328,0.2849992
1.492875,0.27340457,0.30343315
1.50774,0.26469004,0.29579005
1.5077698,0.26493943,0.2958932
1.5085,0.25745493,0.2933288
1.5085,0.2493865,0.2891274
1.5085099,0.270961,0.3008603
1.5085899,0.2877036,0.30896533
1.5088799,0.28914025,0.2992143
1.509,0.2926984,0.30107832
1.50943,0.24532837,0.2934573
1.5094401,0.28130853,0.30020642
1.5104048,0.24145906,0.28799707
1.5173199,0.32181484,0.3204017
1.5191001,0.2552201,0.2903676
1.5298399,0.31142733,0.31273693
1.54012,0.3771414,0.35106277
1.54786,0.2909431,0.3041999
1.54786,0.3027995,0.314972
1.548315,0.27483234,0.29689774
1.5485,0.31742758,0.31152648
1.5485948,0.2922357,0.31333202
1.548605,0.30093879,0.31107122
1.54873,0.2650246,0.30103338
1.54883,0.27197754,0.30020735
1.5488799,0.30670157,0.31175768
1.54928,0.2665305,0.29682034
1.5494798,0.34702167,0.3278921
1.5495999,0.23733671,0.28997737
1.5496501,0.32240278,0.314799
1.5496501,0.2838761,0.3069613
1.5496501,0.2643707,0.29785722
1.5501602,0.28073034,0.29529655
1.5523251,0.26995578,0.29859453
1.57053,0.31861657,0.3171959
1.58101,0.38356572,0.36706966
1.5880002,0.27934217,0.30066454
1.58815,0.26973024,0.3045859
1.5882251,0.27983925,0.30323395
1.5883901,0.25819072,0.2956193
1.5883901,0.2681399,0.30119336
1.5885,0.23415443,0.2898737
1.58856,0.27120206,0.30044687
1.58875,0.24280384,0.2944877
1.58883,0.2613434,0.30152038
1.58895,0.30408698,0.3089781
1.5889999,0.3107084,0.3153173
1.589135,0.29927573,0.3171429
1.5893,0.30129713,0.31553084
1.5894998,0.3506571,0.31759322
1.5895652,0.3072564,0.31143865
1.58978,0.25676084,0.3013439
1.59025,0.27386737,0.30038705
1.59064,0.349933,0.3296464
1.626705,0.30355546,0.31381223
1.6272299,0.28550035,0.30426824
1.62776,0.2710179,0.30264872
1.6277902,0.28702536,0.3124561
1.627905,0.2646778,0.29901448
1.62815,0.32208928,0.31690642
1.6293899,0.3118895,0.31502214
1.6294001,0.25047466,0.301179
1.6298048,0.2880851,0.30455345
1.6301001,0.33506122,0.32316646
1.6397898,0.27221528,0.3034042
1.6484749,0.3175766,0.31860185
1.6670849,0.30916026,0.31707922
1.6675599,0.302594,0.32221478
1.6679099,0.28075016,0.31138322
1.6680099,0.2881959,0.31106374
1.668025,0.32683745,0.32020867
1.668475,0.31106415,0.32412586
1.6687402,0.3562361,0.31938902
1.6687499,0.272352,0.3042066
1.6687801,0.27146894,0.31195858
1.66901,0.30596596,0.3147385
1.6690501,0.3159527,0.31609035
1.66912,0.29665408,0.30586463
1.6691501,0.3160481,0.31841496
1.6692551,0.33870915,0.32038075
1.6697999,0.32867822,0.3211035
1.66998,0.35167333,0.3249706
1.67023,0.28543463,0.3080734
1.6703799,0.36092657,0.34055704
1.6885251,0.32283083,0.32195964
1.69392,0.3036237,0.32333842
1.6950853,0.27485225,0.30712616
1.7079751,0.32423633,0.3242911
1.70815,0.2895473,0.3171959
1.7087001,0.31657317,0.32183677
1.7087601,0.29516515,0.31770825
1.7088797,0.2985791,0.31393087
1.7089198,0.32992938,0.32628015
1.7094401,0.32286102,0.32213312
1.7098253,0.30773282,0.32223284
1.7100103,0.3181348,0.32308286
1.7100152,0.2625026,0.3083687
1.7100499,0.34498236,0.32399532
1.7103198,0.3501271,0.3301655
1.7119101,0.34941283,0.32324648
1.71202,0.27114305,0.30809096
1.7126901,0.29435834,0.3138871
1.7159002,0.32781592,0.31872877
1.74831,0.30016947,0.31777355
1.748335,0.36243713,0.33568668
1.7483399,0.29500458,0.32036507
1.748495,0.2817752,0.30923587
1.7487099,0.31615597,0.32231766
1.7488099,0.30341792,0.31713524
1.7489002,0.30781397,0.31924617
1.7489998,0.36785585,0.3267973
1.7492,0.28463164,0.31615865
1.7493498,0.32803732,0.32497796
1.7494801,0.2928257,0.31509548
1.7494899,0.3215744,0.32496178
1.749735,0.35531646,0.33581832
1.7497998,0.36291087,0.33317488
1.7500249,0.34043214,0.3279152
1.750105,0.32491636,0.3294985
1.7501752,0.2803727,0.3146887
1.7512901,0.27604634,0.31148043
1.7589101,0.28403243,0.31334466
1.76865,0.33381855,0.32872224
1.78135,0.41310674,0.4208104
1.7871449,0.30746323,0.31769973
1.7875998,0.3577773,0.34122747
1.7876599,0.31892282,0.32359028
1.788,0.31948373,0.33127803
1.7881202,0.31766194,0.32800385
1.7881749,0.34510526,0.33142477
1.7885,0.32630005,0.32614174
1.78862,0.3478085,0.33646744
1.7889202,0.31456032,0.31604964
1.7889597,0.33612865,0.33138692
1.78903,0.317012,0.3271276
1.7891301,0.31871513,0.3295408
1.7899702,0.28669605,0.3179783
1.79008,0.38305798,0.38445133
1.79012,0.311249,0.31907818
1.79045,0.34750944,0.33125174
1.7982701,0.36216807,0.3527825
1.7998,0.2953076,0.31794432
1.81044,0.35368657,0.33958212
1.8146751,0.32028693,0.33421806
1.8149148,0.29223275,0.3181947
1.82629,0.34851578,0.33773226
1.8273801,0.33252758,0.3311848
1.82796,0.3288619,0.32990235
1.82802,0.33183783,0.3292479
1.82868,0.29283237,0.31600416
1.82874,0.29971594,0.31980184
1.8288201,0.31457022,0.32327184
1.8288801,0.3159259,0.3299684
1.8289549,0.37875232,0.33434594
1.8290651,0.28593034,0.32398012
1.82911,0.36679614,0.3430626
1.8293449,0.38701245,0.39425325
1.8293498,0.33944783,0.33040774
1.82938,0.3186861,0.33045506
1.8295201,0.30452228,0.3212902
1.8295348,0.33937597,0.3320737
1.8300498,0.35177517,0.3345146
1.8301752,0.33661735,0.32584476
1.83039,0.33653322,0.33581755
1.83146,0.28775433,0.3181073
1.83675,0.36359137,0.34941357
1.8372298,0.30246454,0.32082474
